RECEIPTID	PROBLEMRECEIPT	RECEIPTDATE	ITEMSCLEARLYMARKED	PERSON_ID	CHILDORADULT	ITEM_ID	FOOD_ID	FOOD_SHARE	FOOD_PRICE	FOOD_CATEGORY	FOOD_QUANTITY	COMB_ID	RESTAURANT	FOODNAME	CALORIESCAL	FATG	SATFATG	CHOLESTEROLMG	SODIUMMG	CARBOHYDRATESG	SUGARG	PROTEING	COMBNUM	PRICEOFTHECOMBOMEAL	LARGE	ROUND	RECEIPTID3	NEMSLOCATIONINDICATOR
B203-085	 	09-OCT-2013	Yes	301074	Adult	302304	900020	0	1.19	Cold Beverage	1	 	Burger King	GENERIC DRINK 16 fl oz- VALUE	 	 	 	 	 	 	 	 	 	 	 	2	 	B203
B203-085	 	09-OCT-2013	Yes	301074	Adult	302305	53	0	1.3	Sandwiches	1	 	Burger King	Cheeseburger	280	12	6	40	690	32	7	15	 	 	 	2	 	B203
B203-085	 	09-OCT-2013	Yes	301074	Adult	302306	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-086	 	09-OCT-2013	Yes	301075	Adult	302307	93	0	1.19	Cold Beverage	1	 	Burger King	Coca Cola classic 16 fl oz- VALUE	140	0	0	0	0	39	39	0	 	 	 	2	 	B203
B203-086	 	09-OCT-2013	Yes	301075	Adult	302308	48	0	1.49	Sandwiches	2	 	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	2	 	B203
B203-086	 	09-OCT-2013	Yes	301075	Adult	302309	55	0	1.49	Sandwiches	1	 	Burger King	Double Cheeseburger	370	18	9	70	720	32	7	22	 	 	 	2	 	B203
B203-087	 	09-OCT-2013	Yes	301076	Adult	302310	42	0	 	Sandwiches	1	301050	Burger King	DOUBLE WHOPPER Sandwich with Cheese	990	65	24	160	1480	53	11	52	1	7.89	0	2	 	B203
B203-087	 	09-OCT-2013	Yes	301076	Adult	302311	272	0	 	Side Item	1	301050	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	7.89	0	2	 	B203
B203-087	 	09-OCT-2013	Yes	301076	Adult	302312	900021	0	 	Cold Beverage	1	301050	Burger King	GENERIC DRINK 20 fl oz- SMALL	 	 	 	 	 	 	 	 	1	7.89	0	2	 	B203
B203-087	 	09-OCT-2013	Yes	301076	Adult	302313	900336	0	1.99	Side Item	1	 	Burger King	SatisFries (small)	270	11	1.5	0	300	41	0	4	 	 	 	2	 	B203
B203-088	 	09-OCT-2013	Yes	301077	Adult	302314	900332	0	1	Sandwiches	1	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-089	 	09-OCT-2013	Yes	301078	Adult	302315	900101	0	 	Sandwiches	1	301052	Burger King	Angry Whopper	740	42	12	75	1180	65	16	29	1	7.78	0	2	 	B203
B203-089	 	09-OCT-2013	Yes	301078	Adult	302316	272	0	 	Side Item	1	301052	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	7.78	0	2	 	B203
B203-089	 	09-OCT-2013	Yes	301078	Adult	302317	176	0	 	Cold Beverage	1	301052	Burger King	Minute Maid Orange Juice 10 fl oz	140	0	0	0	20	33	30	2	1	7.78	0	2	 	B203
B203-090	 	09-OCT-2013	Yes	301079	Adult	302318	900020	0	1.19	Cold Beverage	1	 	Burger King	GENERIC DRINK 16 fl oz- VALUE	 	 	 	 	 	 	 	 	 	 	 	2	 	B203
B203-090	 	09-OCT-2013	Yes	301079	Adult	302319	55	0	1.49	Sandwiches	1	 	Burger King	Double Cheeseburger	370	18	9	70	720	32	7	22	 	 	 	2	 	B203
B203-090	 	09-OCT-2013	Yes	301079	Adult	302320	272	0	1.79	Side Item	1	 	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	 	 	 	2	 	B203
B203-091	 	09-OCT-2013	Yes	301080	Adult	302321	127	0	1.19	Cold Beverage	1	 	Burger King	Hi-C Fruit Punch 16 fl oz- VALUE	150	0	0	0	15	42	42	0	 	 	 	2	 	B203
B203-091	 	09-OCT-2013	Yes	301080	Adult	302322	55	0	1.49	Sandwiches	2	 	Burger King	Double Cheeseburger	370	18	9	70	720	32	7	22	 	 	 	2	 	B203
B203-091	 	09-OCT-2013	Yes	301080	Adult	302323	57	0	1.19	Sandwiches	1	 	Burger King	Bacon Cheeseburger	310	14	6	45	770	32	7	17	 	 	 	2	 	B203
B203-092	 	09-OCT-2013	No	301081	Adult	302324	55	0	1.49	Sandwiches	1	 	Burger King	Double Cheeseburger	370	18	9	70	720	32	7	22	 	 	 	2	 	B203
B203-093	 	09-OCT-2013	No	301082	Adult	302325	256	0	1	Sandwiches	1	 	Burger King	Chicken Crisp Sandwich- Spicy	480	27	5	45	930	40	6	17	 	 	 	2	 	B203
B203-094	 	09-OCT-2013	Yes	301083	Adult	302326	71	0	1.19	Other-Entree	1	 	Burger King	Chicken Nuggets- 4pc	190	11	2	20	360	13	0	8	 	 	 	2	 	B203
B203-094	 	09-OCT-2013	Yes	301083	Adult	302327	212	0	0	Food Extras	1	 	Burger King	Barbecue Dipping Sauce (1 oz)	40	0	0	0	310	11	10	0	 	 	 	2	 	B203
B203-094	 	09-OCT-2013	Yes	301083	Adult	302328	55	0	1.49	Sandwiches	1	 	Burger King	Double Cheeseburger	370	18	9	70	720	32	7	22	 	 	 	2	 	B203
B203-094	 	09-OCT-2013	Yes	301083	Adult	302329	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-095	 	09-OCT-2013	Yes	301084	Adult	302330	900055	0	 	Sandwiches	1	301058	Burger King	Chicken Parmesan sandwich (Crispy)	610	25	4.5	70	1720	60	10	36	1	7.49	0	2	 	B203
B203-095	 	09-OCT-2013	Yes	301084	Adult	302331	273	0	 	Side Item	1	301058	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	1	7.49	0	2	 	B203
B203-095	 	09-OCT-2013	Yes	301084	Adult	302332	113	0	 	Cold Beverage	1	301058	Burger King	Dr. Pepper 30 fl oz- MEDIUM	280	0	0	0	70	77	77	0	1	7.49	0	2	 	B203
B203-096	 	09-OCT-2013	Yes	301085	Adult	302333	900021	0	1.79	Cold Beverage	1	 	Burger King	GENERIC DRINK 20 fl oz- SMALL	 	 	 	 	 	 	 	 	 	 	 	2	 	B203
B203-097	 	22-OCT-2013	Yes	301086	Adult	302334	233	0	.69	Hot Beverage	1	 	Burger King	Seattle's Best Coffee- Regular- 12 fl oz- SMALL	0	0	0	0	0	0	0	0	 	 	 	2	 	B203
B203-097	 	22-OCT-2013	Yes	301086	Adult	302335	31	0	1	Breakfast	1	 	Burger King	Hash Browns - small	250	16	3.5	0	410	24	0	2	 	 	 	2	 	B203
B203-097	 	22-OCT-2013	Yes	301086	Adult	302336	221	0	.3	Food Extras	1	 	Burger King	American Cheese (slice)- may vary	45	4	2.5	10	220	1	0	2	 	 	 	2	 	B203
B203-097	 	22-OCT-2013	Yes	301086	Adult	900007	222	0	.63	Food Extras	1	 	Burger King	Thick cut bacon	70	6	2	10	220	0	0	4	 	 	 	2	 	B203
B203-098	 	22-OCT-2013	Yes	301087	Adult	302337	38	0	 	Sandwiches	1	301061	Burger King	WHOPPER Sandwich with Cheese	710	42	15	85	1380	59	14	29	1	6.89	0	2	 	B203
B203-098	 	22-OCT-2013	Yes	301087	Adult	302338	272	0	 	Side Item	1	301061	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	6.89	0	2	 	B203
B203-098	 	22-OCT-2013	Yes	301087	Adult	302339	107	0	 	Cold Beverage	1	301061	Burger King	Sprite 20 fl oz- SMALL	190	0	0	0	40	51	51	0	1	6.89	0	2	 	B203
B203-099	 	22-OCT-2013	Yes	301088	Adult	302340	253	0	3.99	Sandwiches	1	 	Burger King	Original Chicken Sandwich	630	39	7	65	1390	46	4	24	 	 	 	2	 	B203
B203-099	 	22-OCT-2013	Yes	301088	Adult	302341	274	0	2.39	Side Item	1	 	Burger King	French Fries - large (Salted)	500	22	3.5	0	710	72	0	5	 	 	 	2	 	B203
B203-100	 	22-OCT-2013	Yes	301089	Adult	302342	900022	0	2.09	Cold Beverage	1	 	Burger King	GENERIC DRINK 30 fl oz- MEDIUM	 	 	 	 	 	 	 	 	 	 	 	2	 	B203
B203-100	 	22-OCT-2013	Yes	301089	Adult	302343	237	0	5.99	Salads	1	 	Burger King	Chicken Caesar Garden Fresh Salad with TENDERCRISP and dressing	670	43	7	80	1760	40	8	34	 	 	 	2	 	B203
B203-100	 	22-OCT-2013	Yes	301089	Adult	302344	247	0	.25	Food Extras	1	 	Burger King	Ken's Avocado Ranch Dressing- packet	170	17	3	15	420	4	3	1	 	 	 	2	 	B203
B203-101	 	22-OCT-2013	Yes	301090	Adult	302345	38	0	3.37	Sandwiches	1	 	Burger King	WHOPPER Sandwich with Cheese	710	42	15	85	1380	59	14	29	 	 	 	2	 	B203
B203-101	 	22-OCT-2013	Yes	301090	Adult	302346	259	0	2.84	Sandwiches	1	 	Burger King	Premium Alaskan Fish Sandwich	590	31	5	45	1480	57	8	21	 	 	 	2	 	B203
B203-101	 	22-OCT-2013	Yes	301090	Adult	900008	221	0	0	Food Extras	1	 	Burger King	American Cheese (slice)- may vary	45	4	2.5	10	220	1	0	2	 	 	 	2	 	B203
B203-102	 	22-OCT-2013	Yes	301091	Adult	302347	36	0	3.19	Sandwiches	1	 	Burger King	WHOPPER Sandwich	630	35	10	65	980	57	13	25	 	 	 	2	 	B203
B203-102	 	22-OCT-2013	Yes	301091	Adult	302348	221	0	.245	Food Extras	2	 	Burger King	American Cheese (slice)- may vary	45	4	2.5	10	220	1	0	2	 	 	 	2	 	B203
B203-102	 	22-OCT-2013	Yes	301091	Adult	302349	224	0	0	Food Extras	1	 	Burger King	Mayonnaise (Packet)	80	9	.5	10	75	1	0	0	 	 	 	2	 	B203
B203-102	 	22-OCT-2013	Yes	301091	Adult	302350	260	0	3.11	Sandwiches	1	 	Burger King	Premium Alaskan Fish Sandwich w/o Tartar Sauce	410	12	2	30	1240	53	6	21	 	 	 	2	 	B203
B203-102	 	22-OCT-2013	Yes	301091	Adult	302351	224	0	0	Food Extras	1	 	Burger King	Mayonnaise (Packet)	80	9	.5	10	75	1	0	0	 	 	 	2	 	B203
B203-102	 	22-OCT-2013	Yes	301091	Adult	302352	271	0	.98	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-102	 	22-OCT-2013	Yes	301091	Adult	302353	267	0	.82	Side Item	1	 	Burger King	Onion Rings - value	150	8	1.5	0	400	19	2	1	 	 	 	2	 	B203
B203-102	 	22-OCT-2013	Yes	301091	Adult	900009	221	0	0	Food Extras	1	 	Burger King	American Cheese (slice)- may vary	45	4	2.5	10	220	1	0	2	 	 	 	2	 	B203
B203-103	 	22-OCT-2013	Yes	301092	Adult	302354	900022	0	1.69	Cold Beverage	1	 	Burger King	GENERIC DRINK 30 fl oz- MEDIUM	 	 	 	 	 	 	 	 	 	 	 	2	 	B203
B203-103	 	22-OCT-2013	Yes	301092	Adult	302355	253	0	3.23	Sandwiches	1	 	Burger King	Original Chicken Sandwich	630	39	7	65	1390	46	4	24	 	 	 	2	 	B203
B203-103	 	22-OCT-2013	Yes	301092	Adult	302356	259	0	2.58	Sandwiches	1	 	Burger King	Premium Alaskan Fish Sandwich	590	31	5	45	1480	57	8	21	 	 	 	2	 	B203
B203-103	 	22-OCT-2013	Yes	301092	Adult	302357	273	0	1.69	Side Item	1	 	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	 	 	 	2	 	B203
B203-104	 	22-OCT-2013	Yes	301093	Adult	302358	201	0	1.29	Desserts	1	 	Burger King	Strawberry Sundae	190	4	2.5	15	125	35	31	4	 	 	 	2	 	B203
B203-105	 	22-OCT-2013	Yes	301094	Adult	302359	900022	0	2.09	Cold Beverage	1	 	Burger King	GENERIC DRINK 30 fl oz- MEDIUM	 	 	 	 	 	 	 	 	 	 	 	2	 	B203
B203-105	 	22-OCT-2013	Yes	301094	Adult	302360	55	0	1.49	Sandwiches	1	 	Burger King	Double Cheeseburger	370	18	9	70	720	32	7	22	 	 	 	2	 	B203
B203-106	 	22-OCT-2013	Yes	301095	Adult	302361	900022	0	1.59	Cold Beverage	1	 	Burger King	GENERIC DRINK 30 fl oz- MEDIUM	 	 	 	 	 	 	 	 	 	 	 	2	 	B203
B203-106	 	22-OCT-2013	Yes	301095	Adult	302362	36	0	2.96	Sandwiches	1	 	Burger King	WHOPPER Sandwich	630	35	10	65	980	57	13	25	 	 	 	2	 	B203
B203-106	 	22-OCT-2013	Yes	301095	Adult	302363	253	0	3.03	Sandwiches	1	 	Burger King	Original Chicken Sandwich	630	39	7	65	1390	46	4	24	 	 	 	2	 	B203
B203-106	 	22-OCT-2013	Yes	301095	Adult	302364	272	0	1.36	Side Item	1	 	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	 	 	 	2	 	B203
B203-108	 	22-OCT-2013	Yes	301096	Adult	302365	95	0	2.39	Cold Beverage	1	 	Burger King	Coca Cola classic 40 fl oz- LARGE	380	0	0	0	10	102	102	0	 	 	 	2	 	B203
B203-108	 	22-OCT-2013	Yes	301096	Adult	302366	12	0	2.09	Breakfast	1	 	Burger King	Pancake and Sausage platter	670	34	9	125	1010	78	36	14	 	 	 	2	 	B203
B203-109	 	22-OCT-2013	No	301097	Adult	302367	93	0	1.19	Cold Beverage	1	 	Burger King	Coca Cola classic 16 fl oz- VALUE	140	0	0	0	0	39	39	0	 	 	 	2	 	B203
B203-109	 	22-OCT-2013	No	301097	Adult	302368	71	0	1.19	Other-Entree	1	 	Burger King	Chicken Nuggets- 4pc	190	11	2	20	360	13	0	8	 	 	 	2	 	B203
B203-109	 	22-OCT-2013	No	301097	Adult	302369	55	0	1.49	Sandwiches	1	 	Burger King	Double Cheeseburger	370	18	9	70	720	32	7	22	 	 	 	2	 	B203
B203-109	 	22-OCT-2013	No	301097	Adult	302370	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-110	 	22-OCT-2013	Yes	301098	Adult	302371	16	0	 	Breakfast	1	301072	Burger King	CROISSAN'WICH Sausage, Egg & Cheese	450	30	11	195	910	26	4	19	1	3.98	0	2	 	B203
B203-110	 	22-OCT-2013	Yes	301098	Adult	302372	31	0	 	Breakfast	1	301072	Burger King	Hash Browns - small	250	16	3.5	0	410	24	0	2	1	3.98	0	2	 	B203
B203-110	 	22-OCT-2013	Yes	301098	Adult	302373	176	0	 	Cold Beverage	1	301072	Burger King	Minute Maid Orange Juice 10 fl oz	140	0	0	0	20	33	30	2	1	3.98	0	2	 	B203
B203-111	 	22-OCT-2013	Yes	301099	Adult	302374	38	0	3.23	Sandwiches	1	 	Burger King	WHOPPER Sandwich with Cheese	710	42	15	85	1380	59	14	29	 	 	 	2	 	B203
B203-111	 	22-OCT-2013	Yes	301099	Adult	302375	253	0	3.3	Sandwiches	1	 	Burger King	Original Chicken Sandwich	630	39	7	65	1390	46	4	24	 	 	 	2	 	B203
B203-111	 	22-OCT-2013	Yes	301099	Adult	302376	271	0	.86	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-112	 	22-OCT-2013	Yes	301100	Adult	302377	900488	0	1.74	Cold Beverage	1	 	Burger King	Coke Zero 40 oz - LARGE, no ice	0	0	0	0	140	0	0	0	 	 	 	2	 	B203
B203-112	 	22-OCT-2013	Yes	301100	Adult	302378	37	0	2.84	Sandwiches	2	 	Burger King	WHOPPER Sandwich w/o mayo	470	17	7	55	840	57	13	25	 	 	 	2	 	B203
B203-113	 	22-OCT-2013	Yes	301101	Adult	302379	125	0	1.53	Cold Beverage	1	 	Burger King	Fanta Orange 30 fl oz- MEDIUM	310	0	0	0	0	84	84	0	 	 	 	2	 	B203
B203-113	 	22-OCT-2013	Yes	301101	Adult	302380	900379	0	2.77	Sandwiches	1	 	Burger King	Memphis Pulled Pork Sandwich	470	16	4.5	80	1420	61	29	27	 	 	 	2	 	B203
B203-113	 	22-OCT-2013	Yes	301101	Adult	302381	36	0	2.84	Sandwiches	1	 	Burger King	WHOPPER Sandwich	630	35	10	65	980	57	13	25	 	 	 	2	 	B203
B203-114	 	22-OCT-2013	Yes	301102	Adult	302382	36	0	2.76	Sandwiches	1	 	Burger King	WHOPPER Sandwich	630	35	10	65	980	57	13	25	 	 	 	2	 	B203
B203-115	 	22-OCT-2013	Yes	301103	Adult	302383	53	0	1.3	Sandwiches	1	 	Burger King	Cheeseburger	280	12	6	40	690	32	7	15	 	 	 	2	 	B203
B203-115	 	22-OCT-2013	Yes	301103	Adult	302384	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-116	 	22-OCT-2013	Yes	301104	Adult	302385	255	0	1	Sandwiches	1	 	Burger King	Chicken Crisp Sandwich- classic	500	32	6	45	860	39	5	17	 	 	 	2	 	B203
B203-116	 	22-OCT-2013	Yes	301104	Adult	302386	57	0	1.19	Sandwiches	2	 	Burger King	Bacon Cheeseburger	310	14	6	45	770	32	7	17	 	 	 	2	 	B203
B203-116	 	22-OCT-2013	Yes	301104	Adult	302733	30	0	1.99	Breakfast	1	 	Burger King	Cinnabon Roll- One	300	11	5	5	280	45	20	6	 	 	 	2	 	B203
B203-117	 	22-OCT-2013	Yes	301105	Adult	302387	95	0	1.89	Cold Beverage	1	 	Burger King	Coca Cola classic 40 fl oz- LARGE	380	0	0	0	10	102	102	0	 	 	 	2	 	B203
B203-117	 	22-OCT-2013	Yes	301105	Adult	302388	259	0	2.52	Sandwiches	1	 	Burger King	Premium Alaskan Fish Sandwich	590	31	5	45	1480	57	8	21	 	 	 	2	 	B203
B203-118	 	05-NOV-2013	Yes	301106	Adult	302389	900020	0	1.19	Cold Beverage	1	 	Burger King	GENERIC DRINK 16 fl oz- VALUE	 	 	 	 	 	 	 	 	 	 	 	2	 	B203
B203-118	 	05-NOV-2013	Yes	301106	Adult	302390	48	0	1.49	Sandwiches	1	 	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	2	 	B203
B203-118	 	05-NOV-2013	Yes	301106	Adult	302391	196	0	1.49	Desserts	1	 	Burger King	HERSHEY'S Sundae Pie	310	19	12	10	220	32	22	3	 	 	 	2	 	B203
B203-119	 	05-NOV-2013	Yes	301107	Adult	302392	900021	0	1.79	Cold Beverage	1	 	Burger King	GENERIC DRINK 20 fl oz- SMALL	 	 	 	 	 	 	 	 	 	 	 	2	 	B203
B203-119	 	05-NOV-2013	Yes	301107	Adult	302393	74	0	4.99	Other-Entree	1	 	Burger King	Chicken Nuggets- 20 pc	950	57	11	100	1790	67	0	42	 	 	 	2	 	B203
B203-119	 	05-NOV-2013	Yes	301107	Adult	302394	212	0	0	Food Extras	3	 	Burger King	Barbecue Dipping Sauce (1 oz)	40	0	0	0	310	11	10	0	 	 	 	2	 	B203
B203-119	 	05-NOV-2013	Yes	301107	Adult	302395	38	0	 	Sandwiches	1	301081	Burger King	WHOPPER Sandwich with Cheese	710	42	15	85	1380	59	14	29	1	7.09	0	2	 	B203
B203-119	 	05-NOV-2013	Yes	301107	Adult	302396	272	0	 	Side Item	1	301081	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	7.09	0	2	 	B203
B203-119	 	05-NOV-2013	Yes	301107	Adult	302397	75	0	 	Cold Beverage	1	301081	Burger King	Coca Cola classic 20 fl oz- SMALL	190	0	0	0	0	51	51	0	1	7.09	0	2	 	B203
B203-120	 	05-NOV-2013	Yes	301108	Adult	302398	50	0	1.79	Sandwiches	1	 	Burger King	WHOPPER JR. Sandwich with Cheese	380	23	8	55	730	29	6	16	 	 	 	2	 	B203
B203-120	 	05-NOV-2013	Yes	301108	Adult	302399	255	0	1	Sandwiches	1	 	Burger King	Chicken Crisp Sandwich- classic	500	32	6	45	860	39	5	17	 	 	 	2	 	B203
B203-120	 	05-NOV-2013	Yes	301108	Adult	302400	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-121	 	05-NOV-2013	Yes	301109	Adult	302401	57	0	1.19	Sandwiches	3	 	Burger King	Bacon Cheeseburger	310	14	6	45	770	32	7	17	 	 	 	2	 	B203
B203-121	 	05-NOV-2013	Yes	301109	Adult	302402	267	0	1	Side Item	1	 	Burger King	Onion Rings - value	150	8	1.5	0	400	19	2	1	 	 	 	2	 	B203
B203-122	 	05-NOV-2013	Yes	301110	Adult	302403	65	0	 	Sandwiches	1	301084	Burger King	BK VEGGIE Burger **	410	16	2.5	5	1030	44	8	22	1	5.89	0	2	 	B203
B203-122	 	05-NOV-2013	Yes	301110	Adult	302404	273	0	 	Side Item	1	301084	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	1	5.89	0	2	 	B203
B203-122	 	05-NOV-2013	Yes	301110	Adult	302405	113	0	 	Cold Beverage	1	301084	Burger King	Dr. Pepper 30 fl oz- MEDIUM	280	0	0	0	70	77	77	0	1	5.89	0	2	 	B203
B203-122	 	05-NOV-2013	Yes	301110	Adult	302406	268	0	1.79	Side Item	1	 	Burger King	Onion Rings - small	320	16	3	0	840	41	4	3	 	 	 	2	 	B203
B203-123	 	05-NOV-2013	Yes	301111	Adult	302407	900101	0	4.99	Sandwiches	1	 	Burger King	Angry Whopper	740	42	12	75	1180	65	16	29	 	 	 	2	 	B203
B203-124	 	05-NOV-2013	Yes	301112	Adult	302408	143	0	1.19	Cold Beverage	1	 	Burger King	NESTEA Sweetened Iced Tea 16 fl oz- VALUE	90	0	0	0	20	24	24	0	 	 	 	2	 	B203
B203-124	 	05-NOV-2013	Yes	301112	Adult	302409	57	0	1.19	Sandwiches	2	 	Burger King	Bacon Cheeseburger	310	14	6	45	770	32	7	17	 	 	 	2	 	B203
B203-124	 	05-NOV-2013	Yes	301112	Adult	302410	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-125	 	05-NOV-2013	Yes	301113	Adult	302411	95	0	2.39	Cold Beverage	1	 	Burger King	Coca Cola classic 40 fl oz- LARGE	380	0	0	0	10	102	102	0	 	 	 	2	 	B203
B203-125	 	05-NOV-2013	Yes	301113	Adult	302426	900332	0	1	Sandwiches	2	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-125	 	05-NOV-2013	Yes	301113	Adult	302427	221	0	.3	Food Extras	2	 	Burger King	American Cheese (slice)- may vary	45	4	2.5	10	220	1	0	2	 	 	 	2	 	B203
B203-126	 	05-NOV-2013	Yes	301114	Adult	302412	50	0	 	Sandwiches	1	301088	Burger King	WHOPPER JR. Sandwich with Cheese	380	23	8	55	730	29	6	16	1	5.34	0	2	 	B203
B203-126	 	05-NOV-2013	Yes	301114	Adult	302413	273	0	 	Side Item	1	301088	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	1	5.34	0	2	 	B203
B203-126	 	05-NOV-2013	Yes	301114	Adult	302414	145	0	 	Cold Beverage	1	301088	Burger King	NESTEA Sweetened Iced Tea 30 fl oz- MEDIUM	180	0	0	0	40	48	40	0	1	5.34	0	2	 	B203
B203-127	 	05-NOV-2013	Yes	301115	Adult	302415	259	0	 	Sandwiches	1	301089	Burger King	Premium Alaskan Fish Sandwich	590	31	5	45	1480	57	8	21	1	5.59	0	2	 	B203
B203-127	 	05-NOV-2013	Yes	301115	Adult	302416	107	0	 	Cold Beverage	1	301089	Burger King	Sprite 20 fl oz- SMALL	190	0	0	0	40	51	51	0	1	5.59	0	2	 	B203
B203-127	 	05-NOV-2013	Yes	301115	Adult	302417	268	0	 	Side Item	1	301089	Burger King	Onion Rings - small	320	16	3	0	840	41	4	3	1	5.59	0	2	 	B203
B203-128	 	05-NOV-2013	Yes	301116	Adult	302418	71	0	1.19	Other-Entree	1	 	Burger King	Chicken Nuggets- 4pc	190	11	2	20	360	13	0	8	 	 	 	2	 	B203
B203-129	 	05-NOV-2013	Yes	301117	Adult	302419	230	0	.69	Hot Beverage	1	 	Burger King	Seattle's Best Coffee - Decaf- 12 fl oz- SMALL	0	0	0	0	0	0	0	0	 	 	 	2	 	B203
B203-129	 	05-NOV-2013	Yes	301117	Adult	302420	36	0	4.09	Sandwiches	1	 	Burger King	WHOPPER Sandwich	630	35	10	65	980	57	13	25	 	 	 	2	 	B203
B203-129	 	05-NOV-2013	Yes	301117	Adult	302421	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-130	 	05-NOV-2013	Yes	301118	Adult	302422	900101	0	 	Sandwiches	1	301092	Burger King	Angry Whopper	740	42	12	75	1180	65	16	29	1	7.89	0	2	 	B203
B203-130	 	05-NOV-2013	Yes	301118	Adult	302423	273	0	 	Side Item	1	301092	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	1	7.89	0	2	 	B203
B203-130	 	05-NOV-2013	Yes	301118	Adult	302424	113	0	 	Cold Beverage	1	301092	Burger King	Dr. Pepper 30 fl oz- MEDIUM	280	0	0	0	70	77	77	0	1	7.89	0	2	 	B203
B203-131	 	05-NOV-2013	Yes	301119	Adult	302425	48	0	1.49	Sandwiches	2	 	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	2	 	B203
B203-131	 	05-NOV-2013	Yes	301119	Adult	302428	75	0	1.79	Cold Beverage	1	 	Burger King	Coca Cola classic 20 fl oz- SMALL	190	0	0	0	0	51	51	0	 	 	 	2	 	B203
B210-001	 	20-AUG-2013	Yes	300272	Adult	300637	57	0	1	Sandwiches	1	 	Burger King	Bacon Cheeseburger	310	14	6	45	770	32	7	17	 	 	 	2	 	B210
B210-001	 	20-AUG-2013	Yes	300272	Adult	300638	269	0	1.99	Side Item	1	 	Burger King	Onion Rings - medium	410	21	3.5	0	1080	53	5	4	 	 	 	2	 	B210
B210-001	 	20-AUG-2013	Yes	300272	Adult	300639	109	1	1.89	Cold Beverage	.3	 	Burger King	Sprite 40 fl oz- LARGE	380	0	0	0	85	102	102	0	 	 	 	2	 	B210
B210-002	 	20-AUG-2013	Yes	300274	Adult	300640	56	0	1	Sandwiches	1	 	Burger King	BK Bacon Burger	320	17	5	40	500	31	7	14	 	 	 	2	 	B210
B210-002	 	20-AUG-2013	Yes	300274	Adult	300641	900048	0	0	Food Extras	1	 	Burger King	onion	0	0	0	0	0	0	0	0	 	 	 	2	 	B210
B210-002	 	20-AUG-2013	Yes	300274	Adult	300642	271	0	1.29	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B210
B210-003	 	20-AUG-2013	No	300275	Adult	300643	48	0	1.29	Sandwiches	1	 	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	2	 	B210
B210-003	 	20-AUG-2013	No	300275	Adult	300644	198	0	1	Desserts	1	 	Burger King	Soft Serve Cup	140	4	2.5	15	125	23	19	4	 	 	 	2	 	B210
B210-004	 	20-AUG-2013	Yes	300276	Adult	300645	900102	0	 	Sandwiches	1	300272	Burger King	Turkey Burger	530	26	5	90	1210	46	11	27	1	7.59	0	2	 	B210
B210-004	 	20-AUG-2013	Yes	300276	Adult	300646	273	0	 	Side Item	1	300272	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	1	7.59	0	2	 	B210
