receiptid,person_id,limit,age,age_std,gender,race,edu,city,caff,location,round,nsigns_ssb,num_kids,surveydate,days_since_ban,caloriescal,fatg,sugarg,black,caff_std,nsigns_ssb_std,days_since_ban_std,caloriescal_std,fatg_std,sugarg_std
B127B-012,201537,Often,32,-0.5322809607362387,M,Other,High School,New York,426.24000549318,B127B,1,4,0,2013-11-02,235,13680,549,859,non-Black,0.7126273849962795,-0.12131729992880867,0.034789427875608854,0.5913162505878645,0.6108484362524164,1.0586724561420129
B127B-002,200190,Never,23,-1.1504800438400413,F,Other,College Degree,New York,29.47200012208,B127B,1,4,0,2013-11-02,235,1710,83,92,non-Black,-0.3264363785544968,-0.12131729992880867,0.034789427875608854,-0.4992924462095209,-0.4469626815449681,-0.34070832574017135
B127B-010,201535,Always,43,0.2232956963906312,M,Other,College Degree,New York,0,B127B,1,4,0,2013-11-02,235,255,8,11,non-Black,-0.40361822525500185,-0.12131729992880867,0.034789427875608854,-0.6318601700056944,-0.6172112520059205,-0.4884916938398544
B127B-014,201539,Often,42,0.15460690937909757,F,Black,Graduate Degree,New York,0,B127B,1,4,0,2013-11-02,235,1320,75,11,Black,-0.40361822525500185,-0.12131729992880867,0.034789427875608854,-0.5348260628971551,-0.46512252906080304,-0.4884916938398544
B127B-003,200191,Often,66,1.8031377976559047,F,White,Graduate Degree,New York,0,B127B,1,4,0,2013-11-02,235,500,22,0,non-Black,-0.40361822525500185,-0.12131729992880867,0.034789427875608854,-0.6095377697788473,-0.5854315188532094,-0.5085610401249966
B127B-013,201538,Never,40,0.01722933535603033,M,Other,Graduate Degree,New York,0,B127B,1,4,0,2013-11-02,235,1900,87,96,non-Black,-0.40361822525500185,-0.12131729992880867,0.034789427875608854,-0.4819811970540069,-0.43788275778705066,-0.3334103816364833
B127B-001,200189,Sometimes,37,-0.18883702567857055,M,White,Graduate Degree,New York,511.95600700381004,B127B,1,4,0,2013-11-02,235,1510,80,35,non-Black,0.9371021156209345,-0.12131729992880867,0.034789427875608854,-0.517514813741641,-0.4537726243634062,-0.4447040292177261
B127B-011,201536,Often,18,-1.4939239788977094,M,Other,Some High School,New York,0,B127B,1,4,0,2013-11-02,235,1530,84,18,non-Black,-0.40361822525500185,-0.12131729992880867,0.034789427875608854,-0.515692576988429,-0.4446927006054887,-0.4757202916584003
B203-117,900613,Often,45,0.36067327041369845,F,Black,Some College,New Jersey,2.44000005724,B203,1,7,0,2013-09-04,176,24835,1197,893,Black,-0.3972283056843232,0.7746926493448626,-0.2604483779657564,1.6076687996918606,2.0817960850350454,1.1207049810233614
B203-046,900181,Often,35,-0.3262145997016378,M,Black,High School,New Jersey,113.664,B203,1,7,0,2013-08-01,142,3610,214,52,Black,-0.10595273302416587,0.7746926493448626,-0.43058541862010247,-0.3261799546543804,-0.14959517847317116,-0.4136877667770519
B203-068,900256,Sometimes,44,0.2919844834021648,F,Other,High School,New Jersey,325.56800292971,B203,1,7,0,2013-01-03,-68,13020,549,554,non-Black,0.4489855881483834,0.7746926493448626,-1.4814318461910636,0.5311824377318684,0.6108484362524164,0.5022042182357989
B203-074,900262,Seldom,63,1.5970714366213037,M,Other,Less than High School,New Jersey,157.45280024416002,B203,1,7,0,2013-01-03,-68,11300,567,117,non-Black,0.008722228079399387,0.7746926493448626,-1.4814318461910636,0.37447007695563583,0.651708093163045,-0.295096175092121
B203-115,900611,Never,71,2.1465817327135728,M,Black,Associates Degree,New Jersey,0,B203,1,7,0,2013-09-04,176,3440,149,186,Black,-0.40361822525500185,0.7746926493448626,-0.2604483779657564,-0.3416689670566824,-0.29714393953932994,-0.16920663930350208
B203-099,201495,Always,49,0.6354284184598329,F,Black,College Degree,New Jersey,680.4920083141701,B203,1,7,0,2013-09-04,176,18070,666,1115,Black,1.378467471306685,0.7746926493448626,-0.2604483779657564,0.9912972179178997,0.8764362061715022,1.5257408787780482
B203-017,900210,Often,34,-0.39490338671317143,M,Black,High School,New Jersey,404.92799377446005,B203,1,7,0,2013-08-01,142,25510,1149.5,961,Black,0.6568150745137863,0.7746926493448626,-0.43058541862010247,1.669169290112766,1.9739719904097757,1.2447700307860583
B203-016,900209,Never,66,1.8031377976559047,M,Other,Less than High School,New Jersey,0,B203,1,7,0,2013-08-01,142,2180,100,105,non-Black,-0.40361822525500185,0.7746926493448626,-0.43058541862010247,-0.4564698825090388,-0.4083730055738189,-0.31699000740318517
B203-071,900259,Never,35,-0.3262145997016378,M,Black,Some College,New Jersey,20.724,B203,1,7,0,2013-01-03,-68,31250,1325,1612,Black,-0.34934581128935005,0.7746926493448626,-1.4814318461910636,2.1921512382846116,2.3723536452884044,2.432510433661289
B203-116,900612,Never,38,-0.12014823866703692,M,Black,Some High School,New Jersey,0,B203,1,7,0,2013-09-04,176,17620,899,517,Black,-0.40361822525500185,0.7746926493448626,-0.2604483779657564,0.9502968909706296,1.4053417650701945,0.43469823527668433
B203-015,900208,Always,46,0.4293620574252321,F,Black,High School,New Jersey,0,B203,1,7,0,2013-08-01,142,11560,591,752,Black,-0.40361822525500185,0.7746926493448626,-0.43058541862010247,0.3981591547473919,0.7061876357105498,0.8634524513683575
B203-081,900667,Never,51,0.7728059924829002,M,Black,College Degree,New Jersey,258.70152153542,B203,1,7,0,2013-01-03,-68,15930,877,297,Black,0.27387434714001335,0.7746926493448626,-1.4814318461910636,0.7963178853242151,1.3554021844016484,0.033311309573841395
B203-013,900206,Never,32,-0.5322809607362387,M,Black,Some High School,New Jersey,0,B203,1,7,0,2013-08-01,142,3630,178,204,Black,-0.40361822525500185,0.7746926493448626,-0.43058541862010247,-0.32435771790116835,-0.23131449229442833,-0.13636589083690584
B203-106,201510,Never,30,-0.6696585347593059,M,Other,Some College,New Jersey,0,B203,1,7,0,2013-04-04,23,4210,212,129,non-Black,-0.40361822525500185,0.7746926493448626,-1.0260650609103137,-0.2715128520580202,-0.15413514035212988,-0.2732023427810568
B203-093,201489,Never,50,0.7041172054713666,M,Black,Some College,New Jersey,0,B203,1,7,0,2013-09-04,176,1340,73,37,Black,-0.40361822525500185,0.7746926493448626,-0.2604483779657564,-0.533003826143943,-0.46966249093976176,-0.44105505716588206
B203-107,201511,Sometimes,47,0.49805084443676567,M,Other,Some High School,New Jersey,0,B203,1,7,0,2013-04-04,23,2330,133,40,non-Black,-0.40361822525500185,0.7746926493448626,-1.0260650609103137,-0.4428031068599487,-0.3334636345709998,-0.435581599088116
B203-086,201505,Never,43,0.2232956963906312,M,Black,High School,New Jersey,196.26,B203,1,7,0,2013-04-04,23,6850,245.5,269,Black,0.1103512770080178,0.7746926493448626,-1.0260650609103137,-0.030977600634035457,-0.07809077887957114,-0.017774299151974975
B203-112,201516,Never,42,0.15460690937909757,M,Black,High School,New Jersey,0,B203,1,7,0,2013-04-04,23,710,25,20,Black,-0.40361822525500185,0.7746926493448626,-1.0260650609103137,-0.5904042838701212,-0.5786215760347713,-0.4720713196065563
B203-041,900175,Often,26,-0.9444136828054404,M,Black,Some College,New Jersey,0,B203,1,7,0,2013-08-01,142,2130,103,55,Black,-0.40361822525500185,0.7746926493448626,-0.43058541862010247,-0.4610254743920688,-0.4015630627553808,-0.4082143086992858
B203-043,900178,Always,34,-0.39490338671317143,F,Black,High School,New Jersey,0,B203,1,7,0,2013-08-01,142,62280,3555,347,Black,-0.40361822525500185,0.7746926493448626,-0.43058541862010247,5.019351560893039,7.4344111403273905,0.12453561086994207
B203-043,900177,Always,34,-0.39490338671317143,F,Black,High School,New Jersey,0,B203,1,7,0,2013-08-01,142,62280,3555,347,Black,-0.40361822525500185,0.7746926493448626,-0.43058541862010247,5.019351560893039,7.4344111403273905,0.12453561086994207
B203-084,201503,Always,25,-1.013102469816974,F,Black,Some High School,New Jersey,243.82799999999997,B203,1,7,0,2013-04-04,23,17330,710,1182,Black,0.23492327987995967,0.7746926493448626,-1.0260650609103137,0.9238744580490555,0.9763153675085943,1.6479814425148231
B203-066,900254,Never,64,1.6657602236328373,M,Other,Less than High School,New Jersey,2.4863999999999997,B203,1,7,0,2013-01-03,-68,14870,742,145,non-Black,-0.3971067926124523,0.7746926493448626,-1.4814318461910636,0.6997393374039789,1.048954757571934,-0.24401056636630464
B203-091,201487,Never,50,0.7041172054713666,M,Black,Some High School,New Jersey,0,B203,1,7,0,2013-09-04,176,2080,99,77,Black,-0.40361822525500185,0.7746926493448626,-0.2604483779657564,-0.4655810662750988,-0.4106429865132982,-0.3680756161290015
B203-078,900266,Never,30,-0.6696585347593059,M,Black,High School,New Jersey,3.50999999046,B203,1,7,0,2013-01-03,-68,10880,673,193,Black,-0.39442616906403105,0.7746926493448626,-1.4814318461910636,0.3362031051381837,0.8923260727478578,-0.156435237122048
B203-114,900610,Sometimes,46,0.4293620574252321,F,Black,High School,New Jersey,0,B203,1,7,0,2013-09-04,176,4170,227,81,Black,-0.40361822525500185,0.7746926493448626,-0.2604483779657564,-0.2751573255644442,-0.12008542625993941,-0.36077767202531347
B203-082,900668,Often,30,-0.6696585347593059,M,Black,College Degree,New Jersey,117.888,B203,1,7,0,2013-01-03,-68,7990,443,40,Black,-0.0948908397318037,0.7746926493448626,-1.4814318461910636,0.07288989429904887,0.3702304566676036,-0.435581599088116
B203-072,900260,Always,40,0.01722933535603033,M,Other,Some College,New Jersey,284.16000366213,B203,1,7,0,2013-01-03,-68,11740,816,174,non-Black,0.3405455149125453,0.7746926493448626,-1.4814318461910636,0.41455928552629995,1.2169333470934072,-0.19110047161456623
B203-087,201506,Often,48,0.5667396314482993,F,Black,High School,New Jersey,0,B203,1,7,0,2013-04-04,23,12115,479,925,Black,-0.40361822525500185,0.7746926493448626,-1.0260650609103137,0.44872622464902506,0.4519497704888608,1.1790885338528658
B203-070,900258,Seldom,23,-1.1504800438400413,M,Other,High School,New Jersey,0,B203,1,7,0,2013-01-03,-68,21050,873,1497,non-Black,-0.40361822525500185,0.7746926493448626,-1.4814318461910636,1.2628104941464886,1.346322260643731,2.222694540680257
B203-113,900609,Never,46,0.4293620574252321,F,Black,Some High School,New Jersey,0,B203,1,7,0,2013-09-04,176,2220,102,136,Black,-0.40361822525500185,0.7746926493448626,-0.2604483779657564,-0.45282540900261475,-0.40383304369486017,-0.26043094059960276
B203-063,900251,Never,50,0.7041172054713666,M,Black,High School,New Jersey,147.35999679567,B203,1,7,0,2013-01-03,-68,8710,473,241,Black,-0.017709001742565837,0.7746926493448626,-1.4814318461910636,0.13849041741468107,0.4383298848519846,-0.06885990787779135
B203-119,900615,Never,31,-0.6009697477477722,M,Black,High School,New Jersey,1307.13601684578,B203,1,7,0,2013-09-04,176,14785,760,465,Black,3.019534979515668,0.7746926493448626,-0.2604483779657564,0.6919948312028278,1.0898144144825626,0.3398249619287396
B203-121,900618,Never,48,0.5667396314482993,F,Black,High School,New Jersey,530.59200859074,B203,1,7,0,2013-09-04,176,11740,565,213,Black,0.985906438762722,0.7746926493448626,-0.2604483779657564,0.41455928552629995,0.6471681312840862,-0.11994551660360772
B203-067,900255,Sometimes,54,0.978872353517501,M,Black,College Degree,New Jersey,568.32,B203,1,7,0,2013-01-03,-68,4925,294,110,Black,1.0847092358991781,0.7746926493448626,-1.4814318461910636,-0.206367888130691,0.03200329668517811,-0.3078675772735751
B203-103,201500,Sometimes,65,1.7344490106443708,F,Other,Less than High School,New Jersey,0,B203,1,7,1,2013-09-04,176,7560,415,140,non-Black,-0.40361822525500185,0.7746926493448626,-0.2604483779657564,0.03371180410499075,0.3066709903621814,-0.2531329964959147
B203-103,201499,Sometimes,65,1.7344490106443708,F,Other,Less than High School,New Jersey,0,B203,1,7,1,2013-09-04,176,7560,415,140,non-Black,-0.40361822525500185,0.7746926493448626,-0.2604483779657564,0.03371180410499075,0.3066709903621814,-0.2531329964959147
B203-100,201496,Never,38,-0.12014823866703692,M,Black,High School,New Jersey,0,B203,1,7,0,2013-09-04,176,3110,129,264,Black,-0.40361822525500185,0.7746926493448626,-0.2604483779657564,-0.3717358734846805,-0.34254355832891725,-0.02689672928158504
B203-085,201504,Sometimes,25,-1.013102469816974,M,Black,Some College,New Jersey,6.600000143040001,B203,1,7,0,2013-04-04,23,10550,459,208,Black,-0.38633401661109,0.7746926493448626,-1.0260650609103137,0.3061361987101856,0.4065501516992735,-0.12906794673321778
B203-003,900196,Always,54,0.978872353517501,F,Black,Some College,New Jersey,0,B203,1,7,0,2013-08-01,142,9040,446,124,Black,-0.40361822525500185,0.7746926493448626,-0.43058541862010247,0.16855732384267916,0.37704039948604173,-0.2823247729106669
B203-089,201508,Never,50,0.7041172054713666,M,Black,College Degree,New Jersey,0,B203,1,7,0,2013-04-04,23,1930,90,53,Black,-0.40361822525500185,0.7746926493448626,-1.0260650609103137,-0.47924784192418884,-0.43107281496861255,-0.4118632807511298
B203-010,900203,Never,32,-0.5322809607362387,F,Black,Associates Degree,New Jersey,0,B203,1,7,0,2013-08-01,142,4300,200,223,Black,-0.40361822525500185,0.7746926493448626,-0.43058541862010247,-0.26331278666856617,-0.1813749116258823,-0.10170065634438759
B203-105,201502,Sometimes,38,-0.12014823866703692,F,Other,High School,New Jersey,884.064,B203,1,7,0,2013-09-04,176,33600,1635,1347,non-Black,1.9115857595032484,0.7746926493448626,-0.2604483779657564,2.4062640567870224,3.0760477365270082,1.949021636791955
B203-047,900182,Never,75,2.421336880759707,F,White,Associates Degree,New Jersey,0,B203,1,7,0,2013-08-01,142,11150,587,267,non-Black,-0.40361822525500185,0.7746926493448626,-0.43058541862010247,0.36080330130654575,0.6971077119526323,-0.021423271203819
B203-076,900264,Never,78,2.627403241794308,M,Other,Less than High School,New Jersey,993.3600009155701,B203,1,7,0,2013-01-03,-68,33210,1798,750,non-Black,2.197812250840832,0.7746926493448626,-1.4814318461910636,2.370730440099388,3.446054629662145,0.8598034793165135
B203-069,900257,Often,38,-0.12014823866703692,M,Black,Some High School,New Jersey,117.888,B203,1,7,0,2013-01-03,-68,20260,703,1810,Black,-0.0948908397318037,0.7746926493448626,-1.4814318461910636,1.1908321423946144,0.9604255009322388,2.793758666793847
B203-109,201513,Never,43,0.2232956963906312,F,Other,Some College,New Jersey,0,B203,1,7,0,2013-04-04,23,2120,81,188,non-Black,-0.40361822525500185,0.7746926493448626,-1.0260650609103137,-0.4619365927686748,-0.4515026434239268,-0.16555766725165805
B203-098,201494,Always,46,0.4293620574252321,M,Black,Some College,New Jersey,340.992,B203,1,7,0,2013-09-04,176,29270,1394,1630,Black,0.48937825143750613,0.7746926493448626,-0.2604483779657564,2.011749799716623,2.528982330112481,2.465351182127885
B203-077,900265,Seldom,29,-0.7383473217708395,M,Black,High School,New Jersey,78.59200286866,B203,1,7,0,2013-01-03,-68,6230,241,482,Black,-0.19779996072703385,0.7746926493448626,-1.4814318461910636,-0.08746693998360763,-0.08830569310722829,0.37084122436941386
B203-004,900197,Sometimes,51,0.7728059924829002,F,Other,Some High School,New Jersey,0,B203,1,7,0,2013-08-01,142,17130,958,151,non-Black,-0.40361822525500185,0.7746926493448626,-0.43058541862010247,0.9056520905169355,1.5392706404994771,-0.23306365021077255
B203-011,900204,Often,41,0.08591812236756395,M,Black,High School,New Jersey,39.296,B203,1,7,0,2013-08-01,142,5790,291,165,Black,-0.30070909674726914,0.7746926493448626,-0.43058541862010247,-0.12755614855427175,0.025193353866740008,-0.20752084584786437
B203-118,900614,Never,19,-1.4252351918861759,M,Black,High School,New Jersey,0,B203,1,7,0,2013-09-04,176,3710,183,164,Black,-0.40361822525500185,0.7746926493448626,-0.2604483779657564,-0.31706877088832036,-0.2199645875970315,-0.20934533187378637
B203-042,900176,Always,50,0.7041172054713666,F,Black,High School,New Jersey,0,B203,1,7,0,2013-08-01,142,4870,254,98,Black,-0.40361822525500185,0.7746926493448626,-0.43058541862010247,-0.21137903920202403,-0.05879594089399653,-0.32976140958463923
B203-044,900179,Often,49,0.6354284184598329,M,Other,Some College,New Jersey,86.23999786378,B203,1,7,0,2013-08-01,142,13410,722,268,non-Black,-0.17777124279698242,0.7746926493448626,-0.43058541862010247,0.5667160544195025,1.0035551387823467,-0.019598785177896986
B203-005,900198,Always,49,0.6354284184598329,M,Other,High School,New Jersey,0,B203,1,7,0,2013-08-01,142,1750,81.5,70,non-Black,-0.40361822525500185,0.7746926493448626,-0.43058541862010247,-0.4956479727030969,-0.4503676529541871,-0.38084701831045564
B203-075,900263,Seldom,62,1.52838264960977,F,Black,Some College,New Jersey,0,B203,1,7,0,2013-01-03,-68,12470,547,569,Black,-0.40361822525500185,0.7746926493448626,-1.4814318461910636,0.48107092701853815,0.6063084743734577,0.529571508624629
B203-064,900252,Always,32,-0.5322809607362387,M,Other,Some College,New Jersey,585.69600677496,B203,1,7,0,2013-01-03,-68,20430,941,956,non-Black,1.130213860139701,0.7746926493448626,-1.4814318461910636,1.2063211547969164,1.5006809645283279,1.235647600656448
B203-007,900200,Never,34,-0.39490338671317143,M,Black,Some High School,New Jersey,307.6,B203,1,7,0,2013-08-01,142,6010,314,114,Black,0.40193063287250685,0.7746926493448626,-0.43058541862010247,-0.10751154426893969,0.07740291547476542,-0.30056963316988705
B203-006,900199,Never,22,-1.219168830851575,M,Black,Some College,New Jersey,991.1360139847,B203,1,7,0,2013-08-01,142,13720,629,180,Black,2.1919880306436506,0.7746926493448626,-0.43058541862010247,0.5949607240942885,0.7924469114107657,-0.18015355545903416
B203-110,201514,Always,50,0.7041172054713666,F,Black,Some High School,New Jersey,0,B203,1,7,0,2013-04-04,23,12490,485,962,Black,-0.40361822525500185,0.7746926493448626,-1.0260650609103137,0.4828931637717502,0.465569656125737,1.2465945168119803
B203-014,900207,Always,70,2.077892945702039,M,Black,Some College,New Jersey,142.08000183107998,B203,1,7,0,2013-08-01,142,13100,633,550,Black,-0.03153635517118903,0.7746926493448626,-0.43058541862010247,0.5384713847447163,0.8015268351686832,0.49490627413211075
